fips,county,state,uninsured_population,total_population,hospital_count
42051,Fayette,PA,1811,30430,0
42055,Franklin,PA,10029,68238,1
42061,Huntingdon,PA,1556,23980,0
42067,Juniata,PA,832,7214,0
42073,Lawrence,PA,1238,9273,0
42079,Luzerne,PA,4419,45769,1
41029,Jackson,OR,854,4329,0
41033,Josephine,OR,10240,113685,5
41039,Lane,OR,1310,21186,0
41043,Linn,OR,10188,135880,2
41049,Morrow,OR,1405,13084,0
41051,Multnomah,OR,2677,34808,0
41059,Umatilla,OR,967,11899,0
41065,Wasco,OR,1142,19506,0
41071,Yamhill,OR,2849,48493,1
27063,Jackson,MN,873,10737,0
27065,Kanabec,MN,8168,104266,1
27069,Kittson,MN,921,11519,0
29105,Laclede,MO,3632,28132,0
29111,Lewis,MO,1215,15157,0
29119,McDonald,MO,27287,302688,5
29125,Maries,MO,6917,119702,3
29129,Mercer,MO,1389,18150,0
29139,Montgomery,MO,44981,260061,4
29141,Morgan,MO,2438,18241,0
29147,Nodaway,MO,27103,201895,5
29153,Ozark,MO,2257,18799,0
29157,Perry,MO,6510,46719,0
29161,Phelps,MO,3911,42602,1
29167,Polk,MO,1371,9934,0
37095,Hyde,NC,15748,92026,2
37099,Jackson,NC,635,7372,0
37105,Lee,NC,1894,22198,0
37111,McDowell,NC,2482,23116,0
37115,Madison,NC,35012,223654,3
37121,Mitchell,NC,1188,6014,0
37129,New Hanover,NC,206,2175,0
37135,Orange,NC,2549,37616,0
37139,Pasquotank,NC,735,12368,0
37143,Perquimans,NC,4041,23464,0
37147,Pitt,NC,2376,17825,0
37153,Richmond,NC,4152,24456,0
42085,Mercer,PA,3752,35158,1
42089,Monroe,PA,4311,30905,0
42095,Northampton,PA,3073,56406,0
42101,Philadelphia,PA,9621,68400,1
42109,Snyder,PA,1798,12060,0
42111,Somerset,PA,108082,1062795,21
42115,Susquehanna,PA,12310,165143,4
42119,Union,PA,6586,73761,1
42121,Venango,PA,4541,50443,1
42125,Washington,PA,483,2903,0
42133,York,PA,11650,129370,1
49009,Daggett,UT,5012,34500,1
49013,Duchesne,UT,993,12432,0
49019,Grand,UT,1275,17202,0
49023,Juab,UT,209,1974,0
48001,Anderson,TX,25995,208100,6
48013,Atascosa,TX,3176,20993,0
48015,Austin,TX,2978,25872,1
48017,Bailey,TX,624,5231,0
48023,Baylor,TX,24229,160938,3
48025,Bee,TX,821,2639,0
48029,Bexar,TX,3497,22800,0
48033,Borden,TX,1628,6531,0
48035,Bosque,TX,20932,147493,2
48039,Brazoria,TX,16003,83027,1
29171,Putnam,MO,2028,27255,0
29175,Randolph,MO,436,6277,0
29177,Ray,MO,5560,42890,1
29181,Ripley,MO,755,3409,0
29186,Ste. Genevieve,MO,4435,58864,2
29187,St. Francois,MO,5284,32742,0
29197,Schuyler,MO,1303,8511,0
29203,Shannon,MO,246,2849,0
29207,Stoddard,MO,998,6663,0
29213,Taney,MO,5015,60066,1
29219,Warren,MO,879,5937,0
29225,Webster,MO,5269,53219,0
29510,St. Louis,MO,8706,65232,1
30003,Big Horn,MT,959,15622,0
37159,Rowan,NC,5140,52560,0
37163,Sampson,NC,13602,270872,11
37169,Stokes,NC,8518,48022,1
37175,Transylvania,NC,2218,12500,0
39061,Hamilton,OH,1576,11545,0
39071,Highland,OH,3808,29713,1
39077,Huron,OH,23313,164892,3
39081,Jefferson,OH,10593,67165,1
39087,Lawrence,OH,10360,58351,1
39093,Lorain,OH,10155,69918,1
39099,Mahoning,OH,7468,45956,1
39101,Marion,OH,5072,28501,0
44001,Bristol,RI,2093,34508,0
44003,Kent,RI,3671,71058,2
44005,Newport,RI,3506,49131,1
45001,Abbeville,SC,11151,69489,1
45003,Aiken,SC,1817,26781,0
45007,Anderson,SC,1408,17981,0
45017,Calhoun,SC,12296,88988,1
45023,Chester,SC,2020,11525,0
45025,Chesterfield,SC,2508,46100,1
46063,Harding,SD,4801,27583,0
46065,Hughes,SD,2375,12933,0
46069,Hyde,SD,21854,254780,4
46075,Jones,SD,1324,21799,0
46079,Lake,SD,3200,60402,1
46085,Lyman,SD,5365,36529,0
46093,Meade,SD,1258,8326,0
46097,Miner,SD,9755,62668,2
46101,Moody,SD,5933,38137,0
46113,Shannon,SD,4662,32653,0
46115,Spink,SD,493,5768,0
46117,Stanley,SD,941,11354,0
46121,Todd,SD,3663,30329,0
46127,Union,SD,4850,35749,0
30005,Blaine,MT,5900,50029,0
30009,Carbon,MT,1188,15378,0
30015,Chouteau,MT,5246,70464,2
30019,Daniels,MT,3758,38879,1
30023,Deer Lodge,MT,3244,39027,0
30029,Flathead,MT,7225,118790,3
30035,Glacier,MT,2151,17977,0
30041,Hill,MT,4831,49109,0
31129,Nuckolls,NE,16517,157971,5
31133,Pawnee,NE,9503,178070,3
31141,Platte,NE,350,5025,0
19007,Appanoose,IA,1698,22490,0
19011,Benton,IA,4057,58561,1
19015,Boone,IA,2609,36280,0
19019,Buchanan,IA,7635,252454,3
19023,Butler,IA,1354,21011,0
19027,Carroll,IA,2478,34922,0
19033,Cerro Gordo,IA,847,30732,0
17081,Jefferson,IL,7157,49597,0
17091,Kankakee,IL,6781,52516,0
17093,Kendall,IL,8771,102168,2
17099,LaSalle,IL,12177,75388,1
17101,Lawrence,IL,1386,22470,0
17105,Livingston,IL,10435,91484,1
17109,McDonough,IL,18010,155087,2
17111,McHenry,IL,4901,27272,0
17117,Macoupin,IL,7676,58994,0
17125,Mason,IL,24698,174749,3
17127,Massac,IL,856,3954,0
13185,Lowndes,GA,12897,52708,0
13189,McDuffie,GA,20710,154835,6
13195,Madison,GA,30379,125086,3
13199,Meriwether,GA,2338,19987,0
13205,Mitchell,GA,2163,9723,0
13209,Montgomery,GA,615,3118,0
13213,Murray,GA,16951,160959,3
13221,Oglethorpe,GA,7322,47747,0
13229,Pierce,GA,1735,17218,0
13231,Pike,GA,1444,10927,0
13235,Pulaski,GA,3650,30786,0
13241,Rabun,GA,564,3771,0
13247,Rockdale,GA,1677,7080,0
13255,Spalding,GA,434,3171,0
13257,Stephens,GA,2560,12419,0
13267,Tattnall,GA,4558,20721,0
13269,Taylor,GA,1720,6437,0
20183,Smith,KS,1472,22993,1
20187,Stanton,KS,1154,7199,0
20189,Stevens,KS,2781,24581,0
20197,Wabaunsee,KS,1876,16111,0
20207,Woodson,KS,9607,67736,1
21191,Pendleton,KY,5025,68326,0
21193,Perry,KY,3966,49692,1
21201,Robertson,KY,18044,138657,5
21205,Rowan,KY,668,6249,0
21207,Russell,KY,3642,27244,0
21217,Taylor,KY,1469,15362,0
21221,Trigg,KY,1114,20142,0
21231,Wayne,KY,6275,56353,0
21233,Webster,KY,2084,10848,0
21237,Wolfe,KY,5988,64351,1
21239,Woodford,KY,1080,8183,0
22005,Ascension,LA,293,3583,0
22091,St. Helena,LA,25883,346241,6
22093,St. James,LA,4964,34403,0
22097,St. Landry,LA,194,3304,0
22099,St. Martin,LA,18600,129842,1
22103,St. Tammany,LA,1265,6427,0
22113,Vermilion,LA,2646,47329,0
22117,Washington,LA,31480,215185,5
21011,Bath,KY,98218,557109,19
21013,Bell,KY,10401,68742,1
21015,Boone,KY,1182,16705,0
21027,Breckinridge,KY,129636,848494,19
21029,Bullitt,KY,6544,73169,2
17133,Monroe,IL,5594,77442,3
17137,Morgan,IL,15166,99267,1
17141,Ogle,IL,190,1594,0
17143,Peoria,IL,3140,22160,0
17147,Piatt,IL,8337,64389,1
17153,Pulaski,IL,12257,69853,2
17159,Richland,IL,42976,242475,4
17165,Saline,IL,8338,56741,1
17167,Sangamon,IL,45022,339896,7
17177,Stephenson,IL,5832,68660,1
17183,Vermilion,IL,27114,386061,12
17191,Wayne,IL,10401,62182,2
17195,Whiteside,IL,2277,13299,0
17197,Will,IL,5990,113598,4
18001,Adams,IN,1309,9945,0
13275,Thomas,GA,1356,5223,0
13279,Toombs,GA,14566,136692,4
13281,Towns,GA,9500,38786,0
13289,Twiggs,GA,1422,9535,0
13295,Walker,GA,1319,10532,0
13301,Warren,GA,8973,40105,1
20035,Cowley,KS,2089,12623,0
20041,Dickinson,KS,444,5374,0
20047,Edwards,KS,621,3829,0
20051,Ellis,KS,1155,13844,0
20053,Ellsworth,KS,17049,233075,5
20057,Ford,KS,3919,56369,1
20063,Gove,KS,311,3167,0
20073,Greenwood,KS,2394,47618,0
20077,Harper,KS,372,3634,0
20079,Harvey,KS,3547,28350,0
20087,Jefferson,KS,3229,18008,0
22011,Beauregard,LA,2206,20999,0
22015,Bossier,LA,1460,12608,0
22017,Caddo,LA,1607,12090,0
22023,Cameron,LA,10937,87134,2
22031,De Soto,LA,7387,50164,0
22035,East Carroll,LA,85962,506505,22
22041,Franklin,LA,775,3825,0
22043,Grant,LA,14395,91333,4
22049,Jackson,LA,3118,58364,0
22051,Jefferson,LA,1708,12275,0
22055,Lafayette,LA,1320,21999,0
21035,Calloway,KY,4684,63546,1
21039,Carlisle,KY,14394,161850,3
21041,Carroll,KY,979,6426,0
21045,Casey,KY,4737,29937,0
21057,Cumberland,KY,26631,168725,2
21065,Estill,KY,3165,30129,1
21067,Fayette,KY,40321,227635,8
21071,Floyd,KY,518,6266,0
21079,Garrard,KY,3609,27048,0
21083,Graves,KY,2772,43256,1
21085,Grayson,KY,6371,118764,3
21091,Hancock,KY,4158,32583,0
21097,Harrison,KY,1661,12375,0
21101,Henderson,KY,3108,55576,1
21107,Hopkins,KY,2005,19707,0
48267,Kimble,TX,48431,196812,3
48271,Kinney,TX,1597,7343,0
48277,Lamar,TX,7471,39753,0
48281,Lampasas,TX,3027,17867,0
48285,Lavaca,TX,14576,117400,1
48287,Lee,TX,6652,33647,0
48291,Liberty,TX,1085,6496,0
48293,Limestone,TX,4251,22195,0
48295,Lipscomb,TX,942,4348,0
48301,Loving,TX,146972,676615,27
48305,Lynn,TX,2215,8799,0
48307,McCulloch,TX,2467,10612,0
48317,Martin,TX,5053,42614,0
48323,Maverick,TX,1762,7143,0
48327,Menard,TX,26581,131376,2
48331,Milam,TX,15738,80064,1
48333,Mills,TX,199,1573,0
51800,Suffolk,VA,2388,23773,0
51810,Virginia Beach,VA,1052,6205,0
51840,Winchester,VA,1402,11829,0
53001,Adams,WA,5675,65845,3
53003,Asotin,WA,1140,7808,0
53005,Benton,WA,67,614,0
53015,Cowlitz,WA,6619,49903,2
53017,Douglas,WA,721,6697,0
53019,Ferry,WA,7526,47647,1
53023,Garfield,WA,15451,104466,3
53025,Grant,WA,1948,17428,0
51600,Fairfax,VA,345,2972,0
55101,Racine,WI,3115,126307,2
55107,Rusk,WI,3356,42390,0
55111,Sauk,WI,7741,198545,7
55113,Sawyer,WI,1933,26907,1
55119,Taylor,WI,7774,151730,7
55123,Vernon,WI,445,16192,0
55125,Vilas,WI,620,20701,0
55133,Waukesha,WI,1902,30713,0
55139,Winnebago,WI,1048,25498,0
56003,Big Horn,WY,4262,36426,1
56009,Converse,WY,4703,24856,0
56017,Hot Springs,WY,1416,6161,0
56019,Johnson,WY,626,2899,0
54023,Grant,WV,1225,22588,0
54025,Greenbrier,WV,2628,24095,0
54027,Hampshire,WV,778,9121,0
54033,Harrison,WV,40354,275740,13
54037,Jefferson,WV,1852,21321,0
54045,Logan,WV,254,1477,0
54051,Marshall,WV,1739,24867,0
54053,Mason,WV,7077,40515,0
54059,Mingo,WV,981,5016,0
54065,Morgan,WV,1993,31672,0
54069,Ohio,WV,4626,30448,0
54075,Pocahontas,WV,5164,42374,0
48341,Moore,TX,2513,15175,0
54083,Randolph,WV,5143,36226,0
54087,Roane,WV,1111,7302,0
54091,Taylor,WV,3375,20248,0
54093,Tucker,WV,4958,32748,0
54097,Upshur,WV,13058,152299,2
54099,Wayne,WV,7696,61420,2
54103,Wetzel,WV,1543,24143,0
54105,Wirt,WV,4640,29186,0
54107,Wood,WV,1737,29176,0
55011,Buffalo,WI,1523,20452,0
55013,Burnett,WI,366,6446,0
55019,Clark,WI,1440,27287,0
55021,Columbia,WI,146,3979,0
55023,Crawford,WI,1200,18863,0
53029,Island,WA,2269,11814,0
49039,Sanpete,UT,745,5643,0
49043,Summit,UT,619,3458,0
49045,Tooele,UT,10106,65958,0
49049,Utah,UT,2522,24008,0
49057,Weber,UT,21508,166798,4
50003,Bennington,VT,2149,37078,1
50007,Chittenden,VT,1183,31463,0
50011,Franklin,VT,669,21730,0
50015,Lamoille,VT,1840,75539,1
50021,Rutland,VT,269,8996,0
56023,Lincoln,WY,4929,20992,0
51005,Alleghany,VA,1950,16457,0
51011,Appomattox,VA,1922,9271,0
51013,Arlington,VA,1402,15355,0
51015,Augusta,VA,2342,22356,0
51019,Bedford,VA,1272,10875,0
51025,Brunswick,VA,41431,232196,3
51031,Campbell,VA,234,1802,0
51033,Caroline,VA,2554,40957,0
51036,Charles City,VA,8291,56029,1
51045,Craig,VA,4563,35214,0
51049,Cumberland,VA,10006,62411,0
51051,Dickenson,VA,1125,8562,0
54081,Raleigh,WV,1410,8951,0
51061,Fauquier,VA,18483,110434,1
51067,Franklin,VA,246,2979,0
51069,Frederick,VA,8723,102522,3
51073,Gloucester,VA,623,7459,0
51081,Greensville,VA,16475,152439,5
51085,Hanover,VA,4624,34014,0
51091,Highland,VA,652,7614,0
51095,James City,VA,10409,76692,1
51103,Lancaster,VA,2718,15418,0
49037,San Juan,UT,4239,66664,2
51119,Middlesex,VA,7128,44113,0
72027,Camuy,PR,1178,14624,0
72035,Cayey,PR,2666,11971,0
72041,Cidra,PR,5207,60469,2
72043,Coamo,PR,197,1408,0
72053,Fajardo,PR,4619,54658,0
72055,Guánica,PR,527,6593,0
72059,Guayanilla,PR,2376,17695,0
72067,Hormigueros,PR,2428,23724,0
72073,Jayuya,PR,3566,33529,0
50025,Windham,VT,199,8082,0
72005,Aguadilla,PR,3899,61737,1
53037,Kittitas,WA,6637,86487,1
53039,Klickitat,WA,2440,19138,0
53059,Skamania,WA,892,5533,0
53075,Whitman,WA,844,13552,0
54017,Doddridge,WV,2008,27487,0
54029,Hancock,WV,31361,178148,3
54043,Lincoln,WV,1849,28796,0
54055,Mercer,WV,9133,127294,4
54073,Pleasants,WV,1478,8935,0
54085,Ritchie,WV,1098,11239,0
54095,Tyler,WV,14903,230496,4
51057,Essex,VA,4998,43573,1
72079,Lajas,PR,927,9584,0
72081,Lares,PR,55649,333434,7
72089,Luquillo,PR,18456,218444,4
72095,Maunabo,PR,11506,110372,1
72101,Morovis,PR,2322,19744,0
72103,Naguabo,PR,4881,44725,0
72109,Patillas,PR,12193,69268,1
72117,Rincón,PR,4228,60818,0
72119,Río Grande,PR,5683,63525,1
72125,San Germán,PR,1027,7958,0
72131,San Sebastián,PR,1477,13527,0
72137,Toa Baja,PR,3502,57245,1
72143,Vega Alta,PR,2822,35984,0
51115,Mathews,VA,907,6067,0
22095,St. John the Baptist,LA,1553,14703,0
22111,Union,LA,1839,12502,0
21001,Adair,KY,2132,34887,0
21005,Anderson,KY,5259,53190,0
21007,Ballard,KY,2747,25570,0
21019,Boyd,KY,2777,26536,0
21037,Campbell,KY,22417,151203,2
21049,Clark,KY,2025,17376,0
21061,Edmonson,KY,3216,36499,0
21069,Fleming,KY,1042,20535,0
21081,Grant,KY,7088,124225,5
21093,Hardin,KY,19309,206841,8
21109,Jackson,KY,1226,12946,0
21125,Laurel,KY,6707,117900,3
21131,Leslie,KY,4047,29364,0
72075,Juana Díaz,PR,2929,16402,0
40037,Creek,OK,3155,26924,1
40047,Garfield,OK,4342,37914,1
37183,Wake,NC,2317,21522,0
37187,Washington,NC,1781,8042,0
38003,Barnes,ND,38411,237531,4
38013,Burke,ND,1500,20276,0
38025,Dunn,ND,6435,43955,0
38041,Hettinger,ND,3795,27746,0
38055,McLean,ND,2870,28464,0
38069,Pierce,ND,788,7433,0
38087,Slope,ND,63695,487775,22
38095,Towner,ND,2014,23422,0
39009,Athens,OH,497,3899,0
39021,Champaign,OH,1147,10036,0
54109,Wyoming,WV,434,4349,0
55015,Calumet,WI,1094,18375,0
55027,Dodge,WI,1245,31575,0
49027,Millard,UT,1363,13127,0
49033,Rich,UT,4312,24288,0
49041,Sevier,UT,9297,55680,1
49055,Wayne,UT,3230,24936,0
50013,Grand Isle,VT,8307,117932,1
51003,Albemarle,VA,1125,8760,0
51009,Amherst,VA,1111,12017,0
51023,Botetourt,VA,1033,6530,0
51035,Carroll,VA,10846,105261,2
51053,Dinwiddie,VA,1859,10081,0
51065,Fluvanna,VA,3521,28368,0
72147,Vieques,PR,1709,13386,0
72151,Yabucoa,PR,1385,23407,0
72153,Yauco,PR,4447,68075,2
01003,Baldwin,AL,3214,40630,0
01027,Clay,AL,13429,94960,4
01041,Crenshaw,AL,779,3784,0
01057,Fayette,AL,1194,6540,0
01073,Jefferson,AL,2208,14189,0
01091,Marengo,AL,37963,470832,19
01103,Morgan,AL,9659,176921,2
01115,St. Clair,AL,4653,38244,0
01129,Washington,AL,992,18160,0
21147,McCreary,KY,4583,51246,0
21165,Menifee,KY,19051,117718,2
21181,Nicholas,KY,5043,88832,1
19041,Clay,IA,2745,60205,2
19043,Clayton,IA,752,8587,0
19049,Dallas,IA,537,9090,0
19057,Des Moines,IA,9553,120242,5
19073,Greene,IA,8184,332745,12
19081,Hancock,IA,456,12117,0
19091,Humboldt,IA,695,28283,0
19099,Jasper,IA,2277,35521,0
19115,Louisa,IA,5585,88962,1
19131,Mitchell,IA,3979,67207,1
19147,Palo Alto,IA,311,6103,0
19157,Poweshiek,IA,1356,42123,1
19165,Shelby,IA,2366,55881,0
19179,Wapello,IA,4507,95444,3
19187,Webster,IA,1087,29663,0
19197,Wright,IA,580,9271,0
39031,Coshocton,OH,1523,14146,0
39045,Fairfield,OH,1809,33899,0
35013,Doña Ana,NM,9719,64304,1
35017,Grant,NM,4911,23457,0
35037,Quay,NM,3299,13010,0
35059,Union,NM,4619,24939,0
36017,Chenango,NY,1815,9674,0
36031,Essex,NY,1265,9532,0
36049,Lewis,NY,2431,12893,0
36065,Oneida,NY,490,4953,0
36077,Otsego,NY,4139,23579,0
51079,Greene,VA,4239,73589,1
12129,Wakulla,FL,1368,9126,0
13011,Banks,GA,539,3729,0
13019,Berrien,GA,18496,174011,3
13027,Brooks,GA,3075,15245,0
13033,Burke,GA,2137,10179,0
13039,Camden,GA,3181,23469,0
13051,Chatham,GA,1292,6676,0
13061,Clay,GA,929,5509,0
02240,Southeast Fairbanks,AK,23599,108689,2
05149,Yell,AR,2992,38397,0
06011,Colusa,CA,10909,94489,1
06027,Inyo,CA,5123,35264,0
06047,Merced,CA,3517,31578,0
06063,Plumas,CA,3995,25181,0
06077,San Joaquin,CA,2461,14821,0
06091,Sierra,CA,4308,52975,0
06107,Tulare,CA,9708,101381,2
08011,Bent,CO,44882,348792,8
08019,Clear Creek,CO,3176,20172,0
08027,Custer,CO,4329,42040,0
20013,Brown,KS,1037,10861,0
20023,Cheyenne,KS,6848,45521,0
27071,Koochiching,MN,702,10303,0
27079,Le Sueur,MN,1496,18854,0
27087,Mahnomen,MN,4762,107904,2
27101,Murray,MN,3603,48793,0
27107,Norman,MN,3870,48592,2
27125,Red Lake,MN,2989,63701,1
27131,Rice,MN,593,15896,0
27143,Sibley,MN,995,11834,0
27159,Wadena,MN,2379,40361,1
27169,Winona,MN,1270,22987,0
28007,Attala,MS,1613,9126,0
28023,Clarke,MS,15180,102279,2
28035,Forrest,MS,3721,13729,0
28043,Grenada,MS,1901,8616,0
36091,Saratoga,NY,1366,10082,0
36101,Steuben,NY,3406,44305,0
36113,Warren,NY,2274,44708,0
42011,Berks,PA,35992,247929,5
42019,Butler,PA,5022,78164,1
42025,Carbon,PA,11326,106656,3
42037,Columbia,PA,4895,51006,2
42053,Forest,PA,25197,272337,6
42057,Fulton,PA,1228,8537,0
42075,Lebanon,PA,23818,139123,2
42081,Lycoming,PA,477,2782,0
42099,Perry,PA,3367,48325,0
42117,Tioga,PA,4406,58117,0
42131,Wyoming,PA,322,3966,0
72149,Villalba,PR,2185,16444,0
01005,Barbour,AL,3924,44092,1
01013,Butler,AL,2222,12950,0
01019,Cherokee,AL,1839,28470,0
06041,Marin,CA,10929,62095,1
06053,Monterey,CA,4791,43397,1
06061,Placer,CA,21626,191581,3
02090,Fairbanks North Star,AK,3871,28626,0
08041,El Paso,CO,5189,34196,1
08049,Grand,CO,5790,63434,1
12085,Martin,FL,5772,24373,0
12093,Okeechobee,FL,13493,60571,1
12105,Polk,FL,2406,19258,0
12121,Suwannee,FL,8031,42107,2
12133,Washington,FL,34192,301152,5
13007,Baker,GA,7247,40764,1
13021,Bibb,GA,3229,14236,0
13035,Butts,GA,4012,19106,0
13047,Catoosa,GA,2442,19773,0
13065,Clinch,GA,383,2585,0
13075,Cook,GA,9066,42955,1
28057,Itawamba,MS,33059,203686,9
28069,Kemper,MS,20398,166146,2
22119,Webster,LA,8084,62796,1
22125,West Feliciana,LA,810,14127,0
23017,Oxford,ME,877,7252,0
24015,Cecil,MD,6369,37912,0
24027,Howard,MD,2897,29434,0
25001,Barnstable,MA,924,10517,0
25003,Berkshire,MA,942,16099,0
25027,Worcester,MA,899,10909,0
26025,Calhoun,MI,588,4336,0
26039,Crawford,MI,5616,62067,1
26049,Genesee,MI,1427,10301,0
44007,Providence,RI,9968,147278,3
45021,Cherokee,SC,1095,9836,0
45033,Dillon,SC,902,10376,0
45045,Greenville,SC,512,5722,0
47009,Blount,TN,3094,34940,0
47019,Carter,TN,8276,63684,1
47037,Davidson,TN,5030,42626,1
47051,Franklin,TN,7948,67638,2
47063,Hamblen,TN,1861,8975,0
47075,Haywood,TN,2046,39902,0
47085,Humphreys,TN,9214,123856,2
47099,Lawrence,TN,1934,33393,0
47113,Madison,TN,1311,10008,0
47127,Moore,TN,15690,100133,1
06019,Fresno,CA,5010,38195,0
06023,Humboldt,CA,1374,9897,0
06035,Lassen,CA,1018,16082,0
06037,Los Angeles,CA,5957,64110,1
13085,Dawson,GA,8547,38658,0
13099,Early,GA,7193,57452,0
13117,Forsyth,GA,7707,61801,0
08051,Gunnison,CO,59,902,0
08055,Huerfano,CO,1111,14582,0
08065,Lake,CO,1718,18988,0
08079,Mineral,CO,8147,51084,0
08089,Otero,CO,55298,450085,10
08101,Pueblo,CO,24131,196947,4
08117,Summit,CO,2104,21576,0
09005,Litchfield,CT,3543,107933,2
12007,Bradford,FL,4697,22142,1
12019,Clay,FL,2331,23119,0
12027,DeSoto,FL,1394,7911,0
12035,Flagler,FL,1574,12224,0
26059,Hillsdale,MI,5657,50721,0
26063,Huron,MI,23808,433157,20
26113,Missaukee,MI,11297,77534,1
26119,Montmorency,MI,1309,8050,0
26129,Ogemaw,MI,908,4829,0
26137,Otsego,MI,1598,8105,0
26149,St. Joseph,MI,21592,135885,2
27005,Becker,MN,753,30079,0
27013,Blue Earth,MN,840,16702,0
27023,Chippewa,MN,13787,682751,20
27033,Cottonwood,MN,1008,18643,0
27047,Freeborn,MN,1033,38320,1
27061,Itasca,MN,2946,53119,0
29095,Jackson,MO,31306,399932,10
47133,Overton,TN,204,1206,0
47145,Roane,TN,3398,49796,1
47159,Smith,TN,2576,14839,0
47165,Sumner,TN,5876,51688,1
45047,Greenwood,SC,1608,12472,0
45051,Horry,SC,1382,17866,0
45059,Laurens,SC,915,5616,0
45069,Marlboro,SC,653,11671,0
45087,Union,SC,1970,14038,0
46015,Brule,SD,5067,35894,0
46025,Clark,SD,3129,23313,0
46037,Day,SD,11214,101318,3
46049,Faulk,SD,2564,24065,0
46057,Hamlin,SD,7351,74622,2
46067,Hutchinson,SD,8858,50274,0
46077,Kingsbury,SD,4590,30477,0
51097,King and Queen,VA,2808,24092,0
51109,Louisa,VA,2140,9484,0
01035,Conecuh,AL,6690,93585,4
01039,Covington,AL,1537,19056,0
01049,DeKalb,AL,1695,9729,0
01053,Escambia,AL,2263,16251,0
01063,Greene,AL,45225,303128,12
01069,Houston,AL,6860,67792,2
01075,Lamar,AL,3420,27099,0
01077,Lauderdale,AL,7626,77832,2
12047,Hamilton,FL,34929,164178,2
12067,Lafayette,FL,5396,42095,1
12077,Liberty,FL,4815,24309,0
04001,Apache,AZ,2287,14444,0
04007,Gila,AZ,3401,24523,0
04019,Pima,AZ,3825,27481,1
05011,Bradley,AR,946,6805,0
05023,Cleburne,AR,21746,144712,4
05037,Cross,AR,1218,7646,0
05039,Dallas,AR,3275,27394,0
05055,Greene,AR,4551,33053,1
05065,Izard,AR,5832,37470,0
05079,Lincoln,AR,2336,26973,1
29099,Jefferson,MO,4759,28745,0
29115,Linn,MO,1518,13772,0
29121,Macon,MO,609,10631,0
29135,Moniteau,MO,2212,40407,0
29145,Newton,MO,1052,16899,0
29163,Pike,MO,4122,48097,0
29173,Ralls,MO,7826,49746,0
29185,St. Clair,MO,8905,81260,3
29201,Scott,MO,3871,21874,0
29215,Texas,MO,18831,106131,4
29223,Wayne,MO,4383,25257,0
30007,Broadwater,MT,69448,437356,10
30021,Dawson,MT,1024,11194,0
30031,Gallatin,MT,11999,77988,2
46091,Marshall,SD,2515,23552,0
46107,Potter,SD,9014,65662,1
46119,Sully,SD,795,13502,0
46129,Walworth,SD,1741,8990,0
40057,Harmon,OK,2894,20218,0
40061,Haskell,OK,29726,152275,4
40069,Johnston,OK,128,1144,0
40075,Kiowa,OK,2886,21931,0
40093,Major,OK,5029,47975,0
40103,Noble,OK,4728,36056,0
40115,Ottawa,OK,2994,20327,0
40133,Seminole,OK,2207,10320,0
40141,Tillman,OK,6907,29002,1
41009,Columbia,OR,8071,128916,4
06067,Sacramento,CA,2495,13537,0
06071,San Bernardino,CA,1716,13943,0
06111,Ventura,CA,3580,21699,0
08005,Arapahoe,CO,7836,65502,1
05109,Pike,AR,14167,128439,2
05117,Prairie,AR,601,7574,0
05135,Sharp,AR,4565,27187,0
13307,Webster,GA,3449,17891,0
13311,White,GA,15455,63911,1
13315,Wilcox,GA,1578,8998,0
15005,Kalawao,HI,15482,291440,4
16005,Bannock,ID,6883,70258,1
16027,Canyon,ID,9427,107026,1
16039,Elmore,ID,938,9706,0
16063,Lincoln,ID,13435,208460,4
16075,Payette,ID,1415,8068,0
17001,Adams,IL,3377,23607,0
17017,Cass,IL,17828,149263,7
30047,Lake,MT,2267,25739,0
31123,Morrill,NE,50963,524112,9
31127,Nemaha,NE,3364,31822,1
31143,Polk,NE,2134,11067,0
31153,Sarpy,NE,1117,9313,0
31167,Stanton,NE,221,2930,0
31179,Wayne,NE,1965,14748,0
31185,York,NE,6262,42038,1
32011,Eureka,NV,2645,16998,0
32027,Pershing,NV,843,4352,0
33005,Cheshire,NH,4188,47598,1
33017,Strafford,NH,3079,39721,1
34027,Morris,NJ,5401,37577,0
34037,Sussex,NJ,21629,165868,5
41023,Grant,OR,3270,20334,0
41047,Marion,OR,516,4351,0
41061,Union,OR,10867,120464,3
42009,Bedford,PA,693,3805,0
48355,Nueces,TX,13583,101176,3
48363,Palo Pinto,TX,5989,52162,1
48373,Polk,TX,891,4046,0
48389,Reeves,TX,532,3606,0
48405,San Augustine,TX,9125,44857,1
48413,Schleicher,TX,4298,33448,0
48421,Sherman,TX,4190,31239,0
48439,Tarrant,TX,7335,40631,0
48455,Trinity,TX,1438,10736,0
48471,Walker,TX,1155,7621,0
13083,Dade,GA,4588,45851,0
13089,DeKalb,GA,5673,44856,0
13097,Douglas,GA,7867,54281,0
13105,Elbert,GA,2933,14575,0
13111,Fannin,GA,7048,28636,0
13121,Fulton,GA,5805,24312,0
08067,La Plata,CO,4056,55005,0
08071,Las Animas,CO,6815,59145,1
05095,Monroe,AR,2837,31880,0
17025,Clay,IL,2485,35344,0
17039,De Witt,IL,6784,38908,0
17045,Edgar,IL,20084,132688,3
17061,Greene,IL,25929,160743,4
17069,Hardin,IL,1166,9927,0
